country,year,sex,suicides_no,population,gdp_for_year ($),gdp_per_capita ($)
Argentina,1985,male,763,11039900,"110,934,442,763",4072
Argentina,1985,female,538,11039900,"110,934,442,763",4072
Argentina,1986,male,2176,24150600,"111,106,191,358",4026
Argentina,1986,female,1179,24150600,"111,106,191,358",4026
Argentina,1987,male,3576,37432300,"126,206,817,196",4458
Argentina,1987,female,1865,37432300,"126,206,817,196",4458
Argentina,1988,male,5049,51024300,"76,636,898,036",2670
Argentina,1988,female,2530,51024300,"76,636,898,036",2670
Argentina,1989,male,6482,64797300,"141,352,368,715",4859
Argentina,1989,female,3136,64797300,"141,352,368,715",4859
Argentina,1990,male,7801,78745300,"189,719,984,268",6404
Argentina,1990,female,3731,78745300,"189,719,984,268",6404
Argentina,1991,male,9069,92839300,"228,788,617,202",7615
Argentina,1991,female,4230,92839300,"228,788,617,202",7615
Argentina,1992,male,10555,107118500,"236,741,715,015",7768
Argentina,1992,female,4734,107118500,"236,741,715,015",7768
Argentina,1993,male,12063,121598400,"257,440,000,000",8328
Argentina,1993,female,5227,121598400,"257,440,000,000",8328
Argentina,1994,male,13602,136279700,"258,031,750,000",8232
Argentina,1994,female,5737,136279700,"258,031,750,000",8232
Argentina,1995,male,15112,151161800,"272,149,750,000",8563
Argentina,1995,female,6241,151161800,"272,149,750,000",8563
Argentina,1996,male,16620,166243900,"292,859,000,000",9057
Argentina,1996,female,6773,166243900,"292,859,000,000",9057
Argentina,1997,male,18070,181518794,"298,948,250,000",9126
Argentina,1997,female,7312,181518794,"298,948,250,000",9126
Argentina,1998,male,19690,196982693,"283,523,000,000",8546
Argentina,1998,female,7838,196982693,"283,523,000,000",8546
Argentina,1999,male,21416,212635457,"284,203,750,000",8462
Argentina,1999,female,8331,212635457,"284,203,750,000",8462
Argentina,2000,male,23408,228476484,"268,696,750,000",7900
Argentina,2000,female,8881,228476484,"268,696,750,000",7900
Argentina,2001,male,25614,244501659,"97,724,004,252",2840
Argentina,2001,female,9557,244501659,"97,724,004,252",2840
Argentina,2002,male,27839,260700218,"127,586,973,492",3668
Argentina,2002,female,10260,260700218,"127,586,973,492",3668
Argentina,2003,male,30172,277066894,"164,657,930,453",4683
Argentina,2003,female,10944,277066894,"164,657,930,453",4683
Argentina,2004,male,32412,293605031,"198,737,095,012",5590
Argentina,2004,female,11598,293605031,"198,737,095,012",5590
Argentina,2005,male,34581,310323873,"232,557,260,817",6475
Argentina,2005,female,12262,310323873,"232,557,260,817",6475
Argentina,2006,male,36831,327202099,"287,530,508,431",7918
Argentina,2006,female,12874,327202099,"287,530,508,431",7918
Argentina,2007,male,38952,344258341,"361,558,037,110",9843
Argentina,2007,female,13474,344258341,"361,558,037,110",9843
Argentina,2008,male,41192,361507644,"332,976,484,578",8961
Argentina,2008,female,14085,361507644,"332,976,484,578",8961
Argentina,2009,male,43315,378957454,"423,627,422,092",11273
Argentina,2009,female,14669,378957454,"423,627,422,092",11273
Argentina,2010,male,45486,396609578,"530,163,281,575",13946
Argentina,2010,female,15235,396609578,"530,163,281,575",13946
Argentina,2011,male,47637,414459007,"545,982,375,701",14203
Argentina,2011,female,15818,414459007,"545,982,375,701",14203
Argentina,2012,male,50032,432504157,"552,025,140,252",14206
Argentina,2012,female,16446,432504157,"552,025,140,252",14206
Argentina,2013,male,52262,450744196,"526,319,673,732",13400
Argentina,2013,female,17035,450744196,"526,319,673,732",13400
Argentina,2014,male,54614,469182048,"594,749,285,413",14981
Argentina,2014,female,17722,469182048,"594,749,285,413",14981
Argentina,2015,male,56838,487822852,"180,190,994,861",12374
Argentina,2015,female,18326,487822852,"180,190,994,861",12374
Australia,1985,male,1012,493553452,"181,977,476,217",12288
Australia,1985,female,425,493553452,"181,977,476,217",12288
Australia,1986,male,2504,500700852,"189,041,159,344",12564
Australia,1986,female,888,500700852,"189,041,159,344",12564
Australia,1987,male,4120,507953552,"235,699,941,793",15393
Australia,1987,female,1325,507953552,"235,699,941,793",15393
Australia,1988,male,5739,515326952,"299,317,645,143",19223
Australia,1988,female,1785,515326952,"299,317,645,143",19223
Australia,1989,male,7290,522810552,"310,838,014,621",19665
Australia,1989,female,2209,522810552,"310,838,014,621",19665
Australia,1990,male,8961,530399752,"325,358,292,128",20320
Australia,1990,female,2653,530399752,"325,358,292,128",20320
Australia,1991,male,10653,538075152,"324,878,105,053",20050
Australia,1991,female,3135,538075152,"324,878,105,053",20050
Australia,1992,male,12352,545831452,"311,528,948,848",19030
Australia,1992,female,3600,545831452,"311,528,948,848",19030
Australia,1993,male,13897,553659452,"322,201,314,424",19469
Australia,1993,female,3998,553659452,"322,201,314,424",19469
Australia,1994,male,15662,561567052,"367,216,364,716",21902
Australia,1994,female,4416,561567052,"367,216,364,716",21902
Australia,1995,male,16933,568470252,"400,302,731,411",23526
Australia,1995,female,4875,568470252,"400,302,731,411",23526
Australia,1996,male,18777,576566852,"434,568,007,513",25234
Australia,1996,female,5335,576566852,"434,568,007,513",25234
Australia,1997,male,20337,583667877,"398,899,138,574",22897
Australia,1997,female,5892,583667877,"398,899,138,574",22897
Australia,1998,male,21866,590866294,"388,395,162,301",22016
Australia,1998,female,6416,590866294,"388,395,162,301",22016
Australia,1999,male,23354,598172300,"415,034,227,218",23219
Australia,1999,female,6905,598172300,"415,034,227,218",23219
Australia,2000,male,24774,605591061,"378,215,090,694",20860
Australia,2000,female,7410,605591061,"378,215,090,694",20860
Australia,2001,male,26221,613136385,"394,486,709,920",21474
Australia,2001,female,7932,613136385,"394,486,709,920",21474
Australia,2002,male,27582,620804797,"466,294,700,058",25059
Australia,2002,female,8438,620804797,"466,294,700,058",25059
Australia,2003,male,28873,628592357,"611,904,253,806",32454
Australia,2003,female,8909,628592357,"611,904,253,806",32454
Australia,2004,male,30159,636494238,"745,521,862,833",39014
Australia,2004,female,9351,636494238,"745,521,862,833",39014
Australia,2006,male,31096,643067597,"851,962,785,585",43171
Australia,2006,female,9845,643067597,"851,962,785,585",43171
Australia,2007,male,32454,651385624,"1,052,584,601,611",52315
Australia,2007,female,10375,651385624,"1,052,584,601,611",52315
Australia,2008,male,33522,658358373,"926,448,240,318",45128
Australia,2008,female,10883,658358373,"926,448,240,318",45128
Australia,2009,male,34552,665506883,"1,144,260,547,873",54887
Australia,2009,female,11435,665506883,"1,144,260,547,873",54887
Australia,2010,male,35603,672786321,"1,394,280,784,778",66770
Australia,2010,female,11988,672786321,"1,394,280,784,778",66770
Australia,2011,male,37269,682567975,"1,543,411,012,580",72669
Australia,2011,female,12568,682567975,"1,543,411,012,580",72669
Australia,2012,male,39041,692509401,"1,573,696,522,007",72856
Australia,2012,female,13218,692509401,"1,573,696,522,007",72856
Australia,2013,male,40825,702608338,"1,464,955,475,994",66809
Australia,2013,female,13882,702608338,"1,464,955,475,994",66809
Australia,2014,male,42141,710359034,"1,349,034,029,453",60656
Australia,2014,female,14591,710359034,"1,349,034,029,453",60656
Australia,2015,male,43489,718249008,"69,386,774,475",9759
Australia,2015,female,15326,718249008,"69,386,774,475",9759
Austria,1985,male,960,720867119,"99,036,165,210",13911
Austria,1985,female,624,720867119,"99,036,165,210",13911
Austria,1986,male,2298,724076411,"124,168,442,860",17415
Austria,1986,female,1252,724076411,"124,168,442,860",17415
Austria,1987,male,3535,727292759,"133,339,397,080",18663
Austria,1987,female,1876,727292759,"133,339,397,080",18663
Austria,1988,male,4674,730518040,"133,105,805,928",18544
Austria,1988,female,2405,730518040,"133,105,805,928",18544
Austria,1989,male,5821,733763804,"166,463,386,663",23020
Austria,1989,female,2990,733763804,"166,463,386,663",23020
Austria,1990,male,6919,737044878,"173,794,177,725",23808
Austria,1990,female,3531,737044878,"173,794,177,725",23808
Austria,1991,male,8009,740372349,"195,078,126,346",26450
Austria,1991,female,4001,740372349,"195,078,126,346",26450
Austria,1992,male,9112,743749379,"190,379,720,927",25611
Austria,1992,female,4478,743749379,"190,379,720,927",25611
Austria,1993,male,10156,747166197,"203,535,242,742",27274
Austria,1993,female,4938,747166197,"203,535,242,742",27274
Austria,1994,male,11267,750604049,"241,038,283,063",32237
Austria,1994,female,5429,750604049,"241,038,283,063",32237
Austria,1995,male,12416,754049304,"237,250,948,791",31660
Austria,1995,female,5884,754049304,"237,250,948,791",31660
Austria,1996,male,13564,757499735,"212,790,348,405",28325
Austria,1996,female,6327,757499735,"212,790,348,405",28325
Austria,1997,male,14580,760955763,"218,259,904,402",28972
Austria,1997,female,6744,760955763,"218,259,904,402",28972
Austria,1998,male,15592,764418996,"217,185,787,343",28722
Austria,1998,female,7126,764418996,"217,185,787,343",28722
Austria,1999,male,16569,767893590,"196,799,778,883",25922
Austria,1999,female,7555,767893590,"196,799,778,883",25922
Austria,2000,male,17553,771380642,"197,337,879,195",25848
Austria,2000,female,7987,771380642,"197,337,879,195",25848
Austria,2001,male,18483,774885534,"213,377,771,504",27772
Austria,2001,female,8395,774885534,"213,377,771,504",27772
Austria,2002,male,19486,778412431,"261,695,778,781",33889
Austria,2002,female,8758,778412431,"261,695,778,781",33889
Austria,2003,male,20377,781955530,"300,904,221,505",38711
Austria,2003,female,9146,781955530,"300,904,221,505",38711
Austria,2004,male,21264,785517928,"315,974,418,605",40367
Austria,2004,female,9492,785517928,"315,974,418,605",40367
Austria,2005,male,22147,789102506,"335,998,557,270",42698
Austria,2005,female,9842,789102506,"335,998,557,270",42698
Austria,2006,male,22976,792702492,"388,691,445,387",49218
Austria,2006,female,10139,792702492,"388,691,445,387",49218
Austria,2007,male,23774,796310107,"430,294,287,388",54294
Austria,2007,female,10456,796310107,"430,294,287,388",54294
Austria,2008,male,24537,799926482,"400,172,297,861",50356
Austria,2008,female,10760,799926482,"400,172,297,861",50356
Austria,2009,male,25322,803549860,"391,892,746,545",49181
Austria,2009,female,11066,803549860,"391,892,746,545",49181
Austria,2010,male,26112,807180113,"431,120,310,089",53923
Austria,2010,female,11360,807180113,"431,120,310,089",53923
Austria,2011,male,26891,810820388,"409,425,234,155",50979
Austria,2011,female,11673,810820388,"409,425,234,155",50979
Austria,2012,male,27689,814476700,"430,068,712,972",53229
Austria,2012,female,11962,814476700,"430,068,712,972",53229
Austria,2013,male,28435,818155135,"441,885,415,806",54278
Austria,2013,female,12286,818155135,"441,885,415,806",54278
Austria,2014,male,29219,821854548,"382,065,930,308",46484
Austria,2014,female,12610,821854548,"382,065,930,308",46484
Austria,2015,male,29966,825581807,"390,799,991,147",46976
Austria,2015,female,12900,825581807,"390,799,991,147",46976
Austria,2016,male,30660,828923900,"21,650,000,000",2301
Austria,2016,female,13195,828923900,"21,650,000,000",2301
Belarus,1990,male,558,831384600,"18,000,000,000",1899
Belarus,1990,female,435,831384600,"18,000,000,000",1899
Belarus,1991,male,1529,834580100,"17,037,037,037",1780
Belarus,1991,female,877,834580100,"17,037,037,037",1780
Belarus,1992,male,2638,837806500,"16,280,991,736",1689
Belarus,1992,female,1347,837806500,"16,280,991,736",1689
Belarus,1993,male,3926,841052100,"14,932,024,169",1547
Belarus,1993,female,1872,841052100,"14,932,024,169",1547
Belarus,1994,male,5352,844285900,"13,972,676,841",1444
Belarus,1994,female,2443,844285900,"13,972,676,841",1444
Belarus,1995,male,6819,847500300,"14,756,846,154",1524
Belarus,1995,female,2957,847500300,"14,756,846,154",1524
Belarus,1996,male,8509,850697000,"14,128,408,566",1458
Belarus,1996,female,3503,850697000,"14,128,408,566",1458
Belarus,1997,male,10654,854392200,"15,222,012,660",1570
Belarus,1997,female,4065,854392200,"15,222,012,660",1570
Belarus,1998,male,12866,858106300,"12,138,486,532",1269
Belarus,1998,female,4615,858106300,"12,138,486,532",1269
Belarus,1999,male,14995,861803300,"12,736,856,828",1335
Belarus,1999,female,5144,861803300,"12,736,856,828",1335
Belarus,2000,male,17252,865510860,"12,354,820,144",1299
Belarus,2000,female,5649,865510860,"12,354,820,144",1299
Belarus,2001,male,19407,869221051,"14,594,249,023",1541
Belarus,2001,female,6139,869221051,"14,594,249,023",1541
Belarus,2002,male,20924,872209622,"17,827,791,321",1892
Belarus,2002,female,6650,872209622,"17,827,791,321",1892
Belarus,2003,male,23171,875890613,"45,277,399,814",4898
Belarus,2003,female,7190,875890613,"45,277,399,814",4898
Belarus,2007,male,25252,880026037,"60,763,483,146",6601
Belarus,2007,female,7646,880026037,"60,763,483,146",6601
Belarus,2008,male,27308,884138665,"49,209,523,810",5366
Belarus,2008,female,8117,884138665,"49,209,523,810",5366
Belarus,2009,male,29401,888233136,"57,222,490,769",6371
Belarus,2009,female,8622,888233136,"57,222,490,769",6371
Belarus,2010,male,31355,892225262,"61,757,788,945",6902
Belarus,2010,female,9012,892225262,"61,757,788,945",6902
Belarus,2011,male,33035,896195925,"75,527,984,234",8477
Belarus,2011,female,9392,896195925,"75,527,984,234",8477
Belarus,2013,male,34478,900139762,"78,813,839,984",8849
Belarus,2013,female,9726,900139762,"78,813,839,984",8849
Belarus,2014,male,35818,904080262,"86,730,038,793",9356
Belarus,2014,female,10002,904080262,"86,730,038,793",9356
Belgium,1985,male,859,907502962,"120,661,220,336",12992
Belgium,1985,female,759,907502962,"120,661,220,336",12992
Belgium,1986,male,2136,911806962,"150,194,077,688",16165
Belgium,1986,female,1473,911806962,"150,194,077,688",16165
Belgium,1987,male,3457,916113862,"163,167,853,538",17509
Belgium,1987,female,2168,916113862,"163,167,853,538",17509
Belgium,1988,male,4629,920433562,"165,100,094,595",17659
Belgium,1988,female,2811,920433562,"165,100,094,595",17659
Belgium,1989,male,5747,924765262,"206,430,841,502",22032
Belgium,1989,female,3393,924765262,"206,430,841,502",22032
Belgium,1990,male,6842,929107062,"211,637,816,539",22523
Belgium,1990,female,3985,929107062,"211,637,816,539",22523
Belgium,1991,male,7915,933466262,"236,038,384,442",25036
Belgium,1991,female,4512,933466262,"236,038,384,442",25036
Belgium,1992,male,9050,937847862,"225,924,679,921",23875
Belgium,1992,female,5077,937847862,"225,924,679,921",23875
Belgium,1993,male,10406,942255162,"246,194,938,751",25922
Belgium,1993,female,5667,942255162,"246,194,938,751",25922
Belgium,1994,male,11749,946681862,"289,567,323,481",30394
Belgium,1994,female,6255,946681862,"289,567,323,481",30394
Belgium,1995,male,13130,951115362,"281,358,175,896",29438
Belgium,1995,female,6860,951115362,"281,358,175,896",29438
Belgium,1996,male,14415,955552573,"254,813,599,459",26609
Belgium,1996,female,7415,955552573,"254,813,599,459",26609
Belgium,1997,male,15769,959993853,"260,601,911,536",27087
Belgium,1997,female,8010,959993853,"260,601,911,536",27087
Belgium,1998,male,17046,964442639,"260,202,429,150",26969
Belgium,1998,female,8567,964442639,"260,202,429,150",26969
Belgium,1999,male,18259,968895051,"237,904,919,845",24592
Belgium,1999,female,9063,968895051,"237,904,919,845",24592
Belgium,2000,male,19609,973350388,"237,841,968,680",24494
Belgium,2000,female,9680,973350388,"237,841,968,680",24494
Belgium,2001,male,21020,977814516,"258,860,436,665",26526
Belgium,2001,female,10263,977814516,"258,860,436,665",26526
Belgium,2002,male,22344,982295160,"319,002,821,670",32538
Belgium,2002,female,10842,982295160,"319,002,821,670",32538
Belgium,2003,male,23702,986790977,"370,885,026,074",37661
Belgium,2003,female,11396,986790977,"370,885,026,074",37661
Belgium,2004,male,24995,991299396,"387,365,750,529",39124
Belgium,2004,female,11933,991299396,"387,365,750,529",39124
Belgium,2005,male,26302,995823168,"409,813,197,842",41135
Belgium,2005,female,12485,995823168,"409,813,197,842",41135
Belgium,2006,male,27555,1000366526,"471,821,105,940",47040
Belgium,2006,female,13025,1000366526,"471,821,105,940",47040
Belgium,2007,male,28712,1004933379,"518,625,897,173",51345
Belgium,2007,female,13562,1004933379,"518,625,897,173",51345
Belgium,2008,male,29990,1009526827,"484,552,792,442",47630
Belgium,2008,female,14109,1009526827,"484,552,792,442",47630
Belgium,2009,male,31276,1014148544,"483,548,031,197",47355
Belgium,2009,female,14663,1014148544,"483,548,031,197",47355
Belgium,2010,male,32543,1018784974,"527,008,453,887",50893
Belgium,2010,female,15226,1018784974,"527,008,453,887",50893
Belgium,2011,male,33835,1023495265,"497,884,216,569",47678
Belgium,2011,female,15826,1023495265,"497,884,216,569",47678
Belgium,2012,male,35129,1028244033,"520,925,468,953",49489
Belgium,2012,female,16367,1028244033,"520,925,468,953",49489
Belgium,2013,male,36309,1033028602,"530,770,977,634",50173
Belgium,2013,female,16899,1033028602,"530,770,977,634",50173
Belgium,2014,male,37460,1037830429,"455,039,563,133",42830
Belgium,2014,female,17460,1037830429,"455,039,563,133",42830
Belgium,2015,male,38598,1042650622,"222,942,790,435",1898
Belgium,2015,female,18012,1042650622,"222,942,790,435",1898
Brazil,1985,male,2498,1094927522,"268,137,224,730",2257
Brazil,1985,female,1066,1094927522,"268,137,224,730",2257
Brazil,1986,male,5512,1152382122,"294,084,112,393",2394
Brazil,1986,female,2220,1152382122,"294,084,112,393",2394
Brazil,1987,male,8872,1212479957,"330,397,381,998",2628
Brazil,1987,female,3383,1212479957,"330,397,381,998",2628
Brazil,1988,male,12064,1273960755,"425,595,310,000",3310
Brazil,1988,female,4522,1273960755,"425,595,310,000",3310
Brazil,1989,male,15315,1336826657,"461,951,782,000",3516
Brazil,1989,female,5593,1336826657,"461,951,782,000",3516
Brazil,1990,male,18753,1401059305,"602,860,000,000",4490
Brazil,1990,female,6807,1401059305,"602,860,000,000",4490
Brazil,1991,male,22561,1466660402,"400,599,250,000",2924
Brazil,1991,female,8002,1466660402,"400,599,250,000",2924
Brazil,1992,male,26448,1533550577,"437,798,577,640",3136
Brazil,1992,female,9176,1533550577,"437,798,577,640",3136
Brazil,1993,male,30601,1601676899,"558,111,997,497",3925
Brazil,1993,female,10363,1601676899,"558,111,997,497",3925
Brazil,1994,male,35026,1671027256,"769,305,386,183",5313
Brazil,1994,female,11654,1671027256,"769,305,386,183",5313
Brazil,1995,male,39981,1741618815,"850,426,432,992",5771
Brazil,1995,female,13055,1741618815,"850,426,432,992",5771
Brazil,1996,male,45105,1813396659,"883,199,625,325",5891
Brazil,1996,female,14453,1813396659,"883,199,625,325",5891
Brazil,1997,male,50360,1886369735,"863,723,411,633",5663
Brazil,1997,female,15870,1886369735,"863,723,411,633",5663
Brazil,1998,male,55620,1960546352,"599,388,579,986",3864
Brazil,1998,female,17315,1960546352,"599,388,579,986",3864
Brazil,1999,male,60687,2035929079,"655,420,645,477",4156
Brazil,1999,female,18541,2035929079,"655,420,645,477",4156
Brazil,2000,male,65855,2112514020,"559,372,276,082",3492
Brazil,2000,female,19921,2112514020,"559,372,276,082",3492
Brazil,2001,male,71764,2190204779,"507,962,487,700",3121
Brazil,2001,female,21478,2190204779,"507,962,487,700",3121
Brazil,2002,male,77548,2269059467,"558,319,920,832",3376
Brazil,2002,female,23172,2269059467,"558,319,920,832",3376
Brazil,2003,male,83562,2349105687,"669,316,654,017",3984
Brazil,2003,female,24777,2349105687,"669,316,654,017",3984
Brazil,2004,male,89584,2430328945,"891,630,175,813",5230
Brazil,2004,female,26480,2430328945,"891,630,175,813",5230
Brazil,2005,male,96012,2512683062,"1,107,640,297,890",6403
Brazil,2005,female,28284,2512683062,"1,107,640,297,890",6403
Brazil,2006,male,102554,2596151521,"1,397,084,345,950",7970
Brazil,2006,female,30085,2596151521,"1,397,084,345,950",7970
Brazil,2007,male,109233,2680656486,"1,695,824,571,927",9555
Brazil,2007,female,31956,2680656486,"1,695,824,571,927",9555
Brazil,2008,male,116181,2766131791,"1,667,019,780,934",9283
Brazil,2008,female,33874,2766131791,"1,667,019,780,934",9283
Brazil,2009,male,123359,2852535195,"2,208,871,646,203",12161
Brazil,2009,female,35747,2852535195,"2,208,871,646,203",12161
Brazil,2010,male,130357,2939842874,"2,616,201,578,192",14245
Brazil,2010,female,37820,2939842874,"2,616,201,578,192",14245
Brazil,2011,male,137739,3027995547,"2,465,188,674,415",13283
Brazil,2011,female,39908,3027995547,"2,465,188,674,415",13283
Brazil,2012,male,145404,3116946273,"2,472,806,919,902",13191
Brazil,2012,female,42162,3116946273,"2,472,806,919,902",13191
Brazil,2013,male,153324,3206664699,"2,455,993,625,159",12975
Brazil,2013,female,44385,3206664699,"2,455,993,625,159",12975
Brazil,2014,male,161332,3297139217,"1,802,214,373,741",9431
Brazil,2014,female,46618,3297139217,"1,802,214,373,741",9431
Brazil,2015,male,169628,3388367698,"17,155,421,053",2044
Brazil,2015,female,49015,3388367698,"17,155,421,053",2044
Bulgaria,1985,male,816,3392362998,"20,249,294,118",2413
Bulgaria,1985,female,328,3392362998,"20,249,294,118",2413
Bulgaria,1986,male,1619,3396358098,"28,101,000,000",3355
Bulgaria,1986,female,761,3396358098,"28,101,000,000",3355
Bulgaria,1987,male,2454,3400317398,"22,555,941,176",2688
Bulgaria,1987,female,1190,3400317398,"22,555,941,176",2688
Bulgaria,1988,male,3275,3404280198,"21,988,444,444",2617
Bulgaria,1988,female,1617,3404280198,"21,988,444,444",2617
Bulgaria,1989,male,4103,3408244498,"20,632,090,909",2451
Bulgaria,1989,female,2036,3408244498,"20,632,090,909",2451
Bulgaria,1990,male,4849,3412207698,"10,943,548,387",1298
Bulgaria,1990,female,2439,3412207698,"10,943,548,387",1298
Bulgaria,1991,male,5647,3416176298,"10,350,515,464",1287
Bulgaria,1991,female,2822,3416176298,"10,350,515,464",1287
Bulgaria,1992,male,6549,3419955198,"10,829,710,145",1354
Bulgaria,1992,female,3233,3419955198,"10,829,710,145",1354
Bulgaria,1993,male,7431,3423717098,"9,697,416,974",1213
Bulgaria,1993,female,3680,3423717098,"9,697,416,974",1213
Bulgaria,1994,male,8304,3427472298,"13,063,422,619",1636
Bulgaria,1994,female,4096,3427472298,"13,063,422,619",1636
Bulgaria,1995,male,9155,3431211098,"10,109,612,142",1270
Bulgaria,1995,female,4509,3431211098,"10,109,612,142",1270
Bulgaria,1996,male,10075,3434930598,"11,195,612,105",1411
Bulgaria,1996,female,4924,3434930598,"11,195,612,105",1411
Bulgaria,1997,male,10909,3438627598,"14,630,992,956",1852
Bulgaria,1997,female,5387,3438627598,"14,630,992,956",1852
Bulgaria,1998,male,11763,3442299598,"13,495,075,366",1715
Bulgaria,1998,female,5835,3442299598,"13,495,075,366",1715
Bulgaria,1999,male,12550,3445945998,"13,153,016,531",1680
Bulgaria,1999,female,6177,3445945998,"13,153,016,531",1680
Bulgaria,2000,male,13371,3449563640,"14,075,616,789",1854
Bulgaria,2000,female,6559,3449563640,"14,075,616,789",1854
Bulgaria,2001,male,14160,3453059348,"16,276,456,428",2157
Bulgaria,2001,female,6922,3453059348,"16,276,456,428",2157
Bulgaria,2002,male,14960,3456522879,"20,982,685,981",2800
Bulgaria,2002,female,7258,3456522879,"20,982,685,981",2800
Bulgaria,2003,male,15596,3459954143,"25,957,970,922",3485
Bulgaria,2003,female,7550,3459954143,"25,957,970,922",3485
Bulgaria,2004,male,16200,3463355554,"29,636,617,750",4003
Bulgaria,2004,female,7817,3463355554,"29,636,617,750",4003
Bulgaria,2005,male,16801,3466728335,"34,130,122,491",4638
Bulgaria,2005,female,8072,3466728335,"34,130,122,491",4638
Bulgaria,2006,male,17399,3470072712,"44,411,476,557",6073
Bulgaria,2006,female,8297,3470072712,"44,411,476,557",6073
Bulgaria,2007,male,17911,3473389107,"54,409,138,498",7487
Bulgaria,2007,female,8536,3473389107,"54,409,138,498",7487
Bulgaria,2008,male,18473,3476677883,"51,884,481,410",7186
Bulgaria,2008,female,8781,3476677883,"51,884,481,410",7186
Bulgaria,2009,male,19015,3479938079,"50,610,058,210",7066
Bulgaria,2009,female,8987,3479938079,"50,610,058,210",7066
Bulgaria,2010,male,19527,3483167287,"57,418,414,504",8137
Bulgaria,2010,female,9197,3483167287,"57,418,414,504",8137
Bulgaria,2011,male,20034,3486354011,"53,903,022,339",7745
Bulgaria,2011,female,9355,3486354011,"53,903,022,339",7745
Bulgaria,2012,male,20567,3489503191,"55,758,754,072",8057
Bulgaria,2012,female,9554,3489503191,"55,758,754,072",8057
Bulgaria,2013,male,21027,3492633103,"56,731,990,232",8241
Bulgaria,2013,female,9702,3492633103,"56,731,990,232",8241
Bulgaria,2014,male,21459,3495744818,"364,756,499,451",15522
Bulgaria,2014,female,9874,3495744818,"364,756,499,451",15522
Canada,1985,male,1952,3505101118,"377,437,927,312",16062
Canada,1985,female,693,3505101118,"377,437,927,312",16062
Canada,1986,male,4659,3516264518,"431,316,742,081",18124
Canada,1986,female,1513,3516264518,"431,316,742,081",18124
Canada,1987,male,6742,3525677918,"507,354,351,182",21069
Canada,1987,female,2312,3525677918,"507,354,351,182",21069
Canada,1988,male,9346,3537092518,"565,055,743,243",23188
Canada,1988,female,3088,3537092518,"565,055,743,243",23188
Canada,1989,male,11910,3548624918,"593,929,550,908",24041
Canada,1989,female,3884,3548624918,"593,929,550,908",24041
Canada,1990,male,14434,3560303018,"610,328,183,643",24038
Canada,1990,female,4589,3560303018,"610,328,183,643",24038
Canada,1991,male,16596,3570361518,"592,387,689,253",22393
Canada,1991,female,5307,3570361518,"592,387,689,253",22393
Canada,1992,male,18779,3580876218,"577,170,761,956",21421
Canada,1992,female,6093,3580876218,"577,170,761,956",21421
Canada,1993,male,20652,3590149918,"578,139,279,438",21219
Canada,1993,female,6882,3590149918,"578,139,279,438",21219
Canada,1994,male,23460,3603088318,"604,031,623,433",21871
Canada,1994,female,7662,3603088318,"604,031,623,433",21871
Canada,1995,male,25872,3614244218,"628,546,387,972",22686
Canada,1995,female,8474,3614244218,"628,546,387,972",22686
Canada,1996,male,28803,3627373118,"652,825,364,726",23245
Canada,1996,female,9322,3627373118,"652,825,364,726",23245
Canada,1997,male,30487,3636720818,"631,813,279,407",22268
Canada,1997,female,10089,3636720818,"631,813,279,407",22268
Canada,1998,male,32186,3646100492,"676,082,654,641",23572
Canada,1998,female,10863,3646100492,"676,082,654,641",23572
Canada,1999,male,33968,3655528108,"742,293,448,253",25589
Canada,1999,female,11713,3655528108,"742,293,448,253",25589
Canada,2000,male,35512,3665022531,"736,379,777,893",25165
Canada,2000,female,12521,3665022531,"736,379,777,893",25165
Canada,2001,male,37036,3674594679,"757,950,678,647",25570
Canada,2001,female,13344,3674594679,"757,950,678,647",25570
Canada,2002,male,38595,3684321384,"892,380,986,368",29787
Canada,2002,female,14143,3684321384,"892,380,986,368",29787
Canada,2003,male,40181,3694180768,"1,023,196,003,075",33787
Canada,2003,female,15005,3694180768,"1,023,196,003,075",33787
Canada,2004,male,41705,3704167940,"1,169,357,979,865",38218
Canada,2004,female,15884,3704167940,"1,169,357,979,865",38218
Canada,2005,male,43221,3714273342,"1,315,415,197,461",42566
Canada,2005,female,16770,3714273342,"1,315,415,197,461",42566
Canada,2006,male,44714,3724513967,"1,464,977,190,206",46890
Canada,2006,female,17587,3724513967,"1,464,977,190,206",46890
Canada,2007,male,46217,3734911998,"1,549,131,208,997",49041
Canada,2007,female,18471,3734911998,"1,549,131,208,997",49041
Canada,2008,male,47753,3745472326,"1,371,153,004,986",42933
Canada,2008,female,19399,3745472326,"1,371,153,004,986",42933
Canada,2009,male,49414,3756199654,"1,613,464,422,811",49974
Canada,2009,female,20300,3756199654,"1,613,464,422,811",49974
Canada,2010,male,51103,3767098481,"1,788,647,906,048",54841
Canada,2010,female,21270,3767098481,"1,788,647,906,048",54841
Canada,2011,male,52757,3778175471,"1,824,288,757,448",55347
Canada,2011,female,22217,3778175471,"1,824,288,757,448",55347
Canada,2012,male,54524,3789441248,"1,842,628,005,830",55310
Canada,2012,female,23171,3789441248,"1,842,628,005,830",55310
Canada,2013,male,56321,3800903811,"17,702,885,394",1658
Canada,2013,female,24184,3800903811,"17,702,885,394",1658
Chile,1985,male,438,3805549011,"18,891,048,819",1728
Chile,1985,female,111,3805549011,"18,891,048,819",1728
Chile,1986,male,949,3810846511,"22,255,407,685",1985
