country,year,sex,suicides_no,gdp_for_year ($),gdp_per_capita ($)
Colombia,1999,male,12638,"99,886,577,331",2755
Colombia,1999,female,3903,"99,886,577,331",2755
Colombia,2000,male,14393,"98,203,546,156",2662
Colombia,2000,female,4446,"98,203,546,156",2662
Colombia,2001,male,16194,"97,933,391,976",2613
Colombia,2001,female,5003,"97,933,391,976",2613
Colombia,2002,male,17961,"94,684,584,163",2489
Colombia,2002,female,5567,"94,684,584,163",2489
Colombia,2003,male,19604,"117,074,863,822",3033
Colombia,2003,female,6144,"117,074,863,822",3033
Colombia,2004,male,21273,"146,566,264,837",3742
Colombia,2004,female,6645,"146,566,264,837",3742
Colombia,2005,male,22847,"162,590,146,096",4095
Colombia,2005,female,7110,"162,590,146,096",4095
Colombia,2006,male,24486,"207,416,494,642",5150
Colombia,2006,female,7570,"207,416,494,642",5150
Colombia,2007,male,26146,"243,982,437,871",5971
Colombia,2007,female,8024,"243,982,437,871",5971
Colombia,2008,male,27849,"233,821,670,544",5643
Colombia,2008,female,8472,"233,821,670,544",5643
Colombia,2009,male,29579,"287,018,184,638",6836
Colombia,2009,female,8919,"287,018,184,638",6836
Colombia,2010,male,31224,"335,415,156,702",7885
Colombia,2010,female,9316,"335,415,156,702",7885
Colombia,2011,male,32826,"369,659,700,376",8586
Colombia,2011,female,9698,"369,659,700,376",8586
Colombia,2012,male,34489,"380,191,881,860",8731
Colombia,2012,female,10085,"380,191,881,860",8731
Colombia,2013,male,36083,"378,195,716,714",8591
Colombia,2013,female,10490,"378,195,716,714",8591
Colombia,2014,male,37755,"291,519,591,533",6552
Colombia,2014,female,10861,"291,519,591,533",6552
Colombia,2015,male,39523,"22,085,858,243",2227
Colombia,2015,female,11343,"22,085,858,243",2227
Cuba,1992,male,759,"22,367,254,865",2236
Cuba,1992,female,966,"22,367,254,865",2236
Cuba,1993,male,1912,"28,448,326,757",2820
Cuba,1993,female,1930,"28,448,326,757",2820
Cuba,1994,male,3107,"30,429,803,651",2993
Cuba,1994,female,2767,"30,429,803,651",2993
Cuba,1995,male,4268,"25,017,300,000",2443
Cuba,1995,female,3580,"25,017,300,000",2443
Cuba,1996,male,5394,"25,366,200,000",2472
Cuba,1996,female,4240,"25,366,200,000",2472
Cuba,1997,male,6555,"25,736,331,247",2497
Cuba,1997,female,4868,"25,736,331,247",2497
Cuba,1998,male,7703,"28,364,615,242",2741
Cuba,1998,female,5523,"28,364,615,242",2741
Cuba,1999,male,8943,"30,565,400,000",2940
Cuba,1999,female,6107,"30,565,400,000",2940
Cuba,2000,male,10049,"31,682,400,000",3037
Cuba,2000,female,6642,"31,682,400,000",3037
Cuba,2001,male,11060,"33,590,500,000",3205
Cuba,2001,female,7091,"33,590,500,000",3205
Cuba,2002,male,12009,"35,901,200,000",3409
Cuba,2002,female,7550,"35,901,200,000",3409
Cuba,2003,male,12941,"38,203,000,000",3611
Cuba,2003,female,7923,"38,203,000,000",3611
Cuba,2004,male,13898,"42,643,836,075",4017
Cuba,2004,female,8294,"42,643,836,075",4017
Cuba,2005,male,14753,"52,742,800,000",4951
Cuba,2005,female,8645,"52,742,800,000",4951
Cuba,2006,male,15651,"58,603,900,000",5488
Cuba,2006,female,8918,"58,603,900,000",5488
Cuba,2007,male,16506,"60,806,300,000",5686
Cuba,2007,female,9184,"60,806,300,000",5686
Cuba,2008,male,17374,"62,080,000,000",5797
Cuba,2008,female,9494,"62,080,000,000",5797
Cuba,2009,male,18305,"64,328,000,000",5997
Cuba,2009,female,9830,"64,328,000,000",5997
Cuba,2010,male,19328,"68,990,000,000",6419
Cuba,2010,female,10159,"68,990,000,000",6419
Cuba,2011,male,20306,"73,141,000,000",6791
Cuba,2011,female,10474,"73,141,000,000",6791
Cuba,2012,male,21260,"77,148,000,000",7148
Cuba,2012,female,10770,"77,148,000,000",7148
Cuba,2013,male,22245,"80,656,100,000",7459
Cuba,2013,female,11068,"80,656,100,000",7459
Cuba,2014,male,23170,"87,132,800,000",8044
Cuba,2014,female,11375,"87,132,800,000",8044
Cuba,2015,male,24124,"40,477,403,220",4168
Cuba,2015,female,11675,"40,477,403,220",4168
Czech Republic,1990,male,851,"29,675,502,270",3070
Czech Republic,1990,female,563,"29,675,502,270",3070
Czech Republic,1991,male,2076,"34,590,052,812",3573
Czech Republic,1991,female,1074,"34,590,052,812",3573
Czech Republic,1992,male,3396,"40,614,350,197",4186
Czech Republic,1992,female,1580,"40,614,350,197",4186
Czech Republic,1993,male,4653,"47,554,674,591",4891
Czech Republic,1993,female,2085,"47,554,674,591",4891
Czech Republic,1994,male,5844,"59,775,697,061",6134
Czech Republic,1994,female,2616,"59,775,697,061",6134
Czech Republic,1995,male,6996,"66,985,765,439",6861
Czech Republic,1995,female,3065,"66,985,765,439",6861
Czech Republic,1996,male,8062,"61,792,161,168",6314
Czech Republic,1996,female,3427,"61,792,161,168",6314
Czech Republic,1997,male,9251,"66,490,372,105",6779
Czech Republic,1997,female,3782,"66,490,372,105",6779
Czech Republic,1998,male,10392,"64,867,483,193",6606
Czech Republic,1998,female,4127,"64,867,483,193",6606
Czech Republic,1999,male,11523,"61,649,492,817",6278
Czech Republic,1999,female,4452,"61,649,492,817",6278
Czech Republic,2000,male,12684,"67,523,642,262",6863
Czech Republic,2000,female,4803,"67,523,642,262",6863
Czech Republic,2001,male,13836,"81,910,771,994",8399
Czech Republic,2001,female,5132,"81,910,771,994",8399
Czech Republic,2002,male,14912,"99,627,140,274",10220
Czech Republic,2002,female,5450,"99,627,140,274",10220
Czech Republic,2003,male,16119,"119,162,172,468",12226
Czech Republic,2003,female,5804,"119,162,172,468",12226
Czech Republic,2004,male,17284,"136,280,689,891",13961
Czech Republic,2004,female,6101,"136,280,689,891",13961
Czech Republic,2005,male,18444,"155,463,807,113",15896
Czech Republic,2005,female,6393,"155,463,807,113",15896
Czech Republic,2006,male,19461,"189,227,050,760",19273
Czech Republic,2006,female,6651,"189,227,050,760",19273
Czech Republic,2007,male,20501,"235,718,586,901",23811
Czech Republic,2007,female,6881,"235,718,586,901",23811
Czech Republic,2008,male,21487,"206,179,982,164",20748
Czech Republic,2008,female,7137,"206,179,982,164",20748
Czech Republic,2009,male,22582,"207,477,857,919",20862
Czech Republic,2009,female,7371,"207,477,857,919",20862
Czech Republic,2010,male,23712,"227,948,349,666",23010
Czech Republic,2010,female,7628,"227,948,349,666",23010
Czech Republic,2011,male,24931,"207,376,427,021",20898
Czech Republic,2011,female,7881,"207,376,427,021",20898
Czech Republic,2012,male,26165,"209,402,444,996",21073
Czech Republic,2012,female,8159,"209,402,444,996",21073
Czech Republic,2013,male,27330,"207,818,330,724",20859
Czech Republic,2013,female,8442,"207,818,330,724",20859
Czech Republic,2014,male,28403,"186,829,940,546",18703
Czech Republic,2014,female,8735,"186,829,940,546",18703
Czech Republic,2015,male,29391,"195,305,084,919",19505
Czech Republic,2015,female,8989,"195,305,084,919",19505
Czech Republic,2016,male,30311,"156,162,311,732",32034
Czech Republic,2016,female,9247,"156,162,311,732",32034
Denmark,1994,male,402,"185,006,961,302",37841
Denmark,1994,female,319,"185,006,961,302",37841
Denmark,1995,male,942,"187,632,400,366",38158
Denmark,1995,female,618,"187,632,400,366",38158
Denmark,1996,male,1478,"173,537,588,008",35148
Denmark,1996,female,879,"173,537,588,008",35148
Denmark,1997,male,1944,"176,992,000,955",35710
Denmark,1997,female,1136,"176,992,000,955",35710
Denmark,1998,male,2417,"177,965,224,621",35763
Denmark,1998,female,1352,"177,965,224,621",35763
Denmark,1999,male,2916,"164,158,800,460",32841
Denmark,1999,female,1551,"164,158,800,460",32841
Denmark,2000,male,3377,"164,791,416,350",32837
Denmark,2000,female,1746,"164,791,416,350",32837
Denmark,2001,male,3802,"178,635,160,297",35435
Denmark,2001,female,1966,"178,635,160,297",35435
Denmark,2002,male,4228,"218,095,997,085",43129
Denmark,2002,female,2151,"218,095,997,085",43129
Denmark,2003,male,4635,"251,373,036,671",49552
Denmark,2003,female,2304,"251,373,036,671",49552
Denmark,2004,male,5035,"264,467,308,109",51960
Denmark,2004,female,2496,"264,467,308,109",51960
Denmark,2005,male,5409,"282,884,912,894",55354
Denmark,2005,female,2670,"282,884,912,894",55354
Denmark,2006,male,5802,"319,423,370,134",62229
Denmark,2006,female,2848,"319,423,370,134",62229
Denmark,2007,male,6144,"353,361,056,080",68447
Denmark,2007,female,3028,"353,361,056,080",68447
Denmark,2008,male,6500,"321,241,396,034",61863
Denmark,2008,female,3213,"321,241,396,034",61863
Denmark,2009,male,6913,"321,995,350,347",61711
Denmark,2009,female,3358,"321,995,350,347",61711
Denmark,2010,male,7257,"344,003,209,696",65598
Denmark,2010,female,3516,"344,003,209,696",65598
Denmark,2011,male,7646,"327,148,899,962",62071
Denmark,2011,female,3668,"327,148,899,962",62071
Denmark,2012,male,8073,"343,584,385,594",64831
Denmark,2012,female,3835,"343,584,385,594",64831
Denmark,2013,male,8461,"352,993,633,221",66114
Denmark,2013,female,3995,"352,993,633,221",66114
Denmark,2014,male,8869,"301,298,464,861",55972
Denmark,2014,female,4155,"301,298,464,861",55972
Denmark,2015,male,9202,"17,149,094,590",2238
Denmark,2015,female,4329,"17,149,094,590",2238
Ecuador,1985,male,201,"15,314,143,988",1943
Ecuador,1985,female,114,"15,314,143,988",1943
Ecuador,1986,male,441,"13,945,431,882",1669
Ecuador,1986,female,245,"13,945,431,882",1669
Ecuador,1987,male,694,"13,051,886,552",1519
Ecuador,1987,female,376,"13,051,886,552",1519
Ecuador,1988,male,925,"13,890,828,708",1619
Ecuador,1988,female,518,"13,890,828,708",1619
Ecuador,1989,male,1182,"15,239,278,100",1732
Ecuador,1989,female,682,"15,239,278,100",1732
Ecuador,1990,male,1388,"16,988,535,268",1869
Ecuador,1990,female,835,"16,988,535,268",1869
Ecuador,1991,male,1693,"18,094,238,119",1955
Ecuador,1991,female,907,"18,094,238,119",1955
Ecuador,1992,male,2014,"18,938,717,359",1996
Ecuador,1992,female,1079,"18,938,717,359",1996
Ecuador,1993,male,2366,"22,708,673,337",2335
Ecuador,1993,female,1170,"22,708,673,337",2335
Ecuador,1994,male,2697,"24,432,884,442",2453
Ecuador,1994,female,1341,"24,432,884,442",2453
Ecuador,1995,male,2966,"25,226,393,197",2474
Ecuador,1995,female,1521,"25,226,393,197",2474
Ecuador,1996,male,3309,"28,162,053,027",2701
Ecuador,1996,female,1718,"28,162,053,027",2701
Ecuador,1997,male,3590,"27,981,896,948",2626
Ecuador,1997,female,1907,"27,981,896,948",2626
Ecuador,1998,male,3850,"19,645,272,636",1805
Ecuador,1998,female,2080,"19,645,272,636",1805
Ecuador,1999,male,4263,"18,327,764,882",1650
Ecuador,1999,female,2270,"18,327,764,882",1650
Ecuador,2000,male,4502,"24,468,324,000",2160
Ecuador,2000,female,2433,"24,468,324,000",2160
Ecuador,2001,male,4886,"28,548,945,000",2472
Ecuador,2001,female,2618,"28,548,945,000",2472
Ecuador,2002,male,5151,"32,432,858,000",2755
Ecuador,2002,female,2798,"32,432,858,000",2755
Ecuador,2003,male,5456,"36,591,661,000",3051
Ecuador,2003,female,3020,"36,591,661,000",3051
Ecuador,2004,male,5994,"41,507,085,000",3397
Ecuador,2004,female,3256,"41,507,085,000",3397
Ecuador,2005,male,6654,"46,802,044,000",3759
Ecuador,2005,female,3516,"46,802,044,000",3759
Ecuador,2006,male,7233,"51,007,777,000",4024
Ecuador,2006,female,3814,"51,007,777,000",4024
Ecuador,2007,male,7729,"61,762,635,000",4787
Ecuador,2007,female,4088,"61,762,635,000",4787
Ecuador,2008,male,8371,"62,519,686,000",4762
Ecuador,2008,female,4343,"62,519,686,000",4762
Ecuador,2009,male,8911,"69,555,367,000",5206
Ecuador,2009,female,4588,"69,555,367,000",5206
Ecuador,2010,male,9355,"79,276,664,000",5836
Ecuador,2010,female,4842,"79,276,664,000",5836
Ecuador,2011,male,9809,"87,924,544,000",6364
Ecuador,2011,female,5106,"87,924,544,000",6364
Ecuador,2012,male,10280,"95,129,659,000",6769
Ecuador,2012,female,5371,"95,129,659,000",6769
Ecuador,2013,male,10747,"101,726,331,000",7116
Ecuador,2013,female,5557,"101,726,331,000",7116
Ecuador,2014,male,11289,"99,290,381,000",6832
Ecuador,2014,female,5724,"99,290,381,000",6832
Ecuador,2015,male,12056,"91,642,093,873",19861
Ecuador,2015,female,5990,"91,642,093,873",19861
Finland,1987,male,586,"109,103,056,148",23546
Finland,1987,female,298,"109,103,056,148",23546
Finland,1988,male,1639,"119,064,708,328",25582
Finland,1988,female,593,"119,064,708,328",25582
Finland,1989,male,2685,"141,517,648,888",30271
Finland,1989,female,888,"141,517,648,888",30271
Finland,1990,male,3801,"127,866,490,222",27214
Finland,1990,female,1207,"127,866,490,222",27214
Finland,1991,male,4924,"112,625,431,378",23857
Finland,1991,female,1510,"112,625,431,378",23857
Finland,1992,male,5563,"89,255,751,015",18826
Finland,1992,female,1805,"89,255,751,015",18826
Finland,1993,male,6155,"103,321,570,859",21699
Finland,1993,female,2096,"103,321,570,859",21699
Finland,1994,male,6751,"134,199,346,405",28068
Finland,1994,female,2403,"134,199,346,405",28068
Finland,1995,male,7342,"132,099,404,608",27508
Finland,1995,female,2711,"132,099,404,608",27508
Finland,1996,male,7868,"126,833,123,354",26296
Finland,1996,female,2993,"126,833,123,354",26296
Finland,1997,male,8433,"133,936,359,591",27646
Finland,1997,female,3277,"133,936,359,591",27646
Finland,1998,male,9331,"135,225,868,315",27800
Finland,1998,female,3543,"135,225,868,315",27800
Finland,1999,male,10233,"125,539,893,127",25716
Finland,1999,female,3796,"125,539,893,127",25716
Finland,2000,male,10704,"129,250,111,857",26383
Finland,2000,female,4088,"129,250,111,857",26383
Finland,2001,male,11208,"139,552,983,249",28390
Finland,2001,female,4359,"139,552,983,249",28390
Finland,2002,male,11975,"171,071,106,095",34701
Finland,2002,female,4630,"171,071,106,095",34701
Finland,2003,male,12414,"196,768,065,557",39793
Finland,2003,female,4890,"196,768,065,557",39793
Finland,2004,male,13006,"204,436,015,421",41202
Finland,2004,female,5142,"204,436,015,421",41202
Finland,2005,male,13666,"216,552,502,823",43487
Finland,2005,female,5412,"216,552,502,823",43487
Finland,2006,male,14159,"255,384,615,385",51089
Finland,2006,female,5671,"255,384,615,385",51089
Finland,2007,male,14852,"283,742,493,042",56521
Finland,2007,female,5915,"283,742,493,042",56521
Finland,2008,male,15322,"251,499,027,508",49878
Finland,2008,female,6147,"251,499,027,508",49878
Finland,2009,male,15790,"247,799,815,768",48939
Finland,2009,female,6420,"247,799,815,768",48939
Finland,2010,male,16389,"273,674,236,773",53809
Finland,2010,female,6656,"273,674,236,773",53809
Finland,2011,male,17035,"256,706,466,091",50232
Finland,2011,female,6858,"256,706,466,091",50232
Finland,2012,male,17455,"269,980,111,643",52572
Finland,2012,female,7076,"269,980,111,643",52572
Finland,2013,male,17990,"272,609,288,690",52832
Finland,2013,female,7297,"272,609,288,690",52832
Finland,2014,male,18528,"232,464,833,066",44862
Finland,2014,female,7487,"232,464,833,066",44862
Finland,2015,male,19033,"553,138,414,367",10765
Finland,2015,female,7660,"553,138,414,367",10765
France,1985,male,5013,"771,470,783,218",14940
France,1985,female,3603,"771,470,783,218",14940
France,1986,male,12420,"934,173,305,686",17999
France,1986,female,7260,"934,173,305,686",17999
France,1987,male,19516,"1,018,847,043,277",19534
France,1987,female,10834,"1,018,847,043,277",19534
France,1988,male,26280,"1,025,211,803,414",19558
France,1988,female,14199,"1,025,211,803,414",19558
France,1989,male,33147,"1,269,179,616,914",23968
France,1989,female,17571,"1,269,179,616,914",23968
France,1990,male,39884,"1,269,276,828,276",23821
France,1990,female,20796,"1,269,276,828,276",23821
France,1991,male,46796,"1,401,465,923,172",26136
France,1991,female,24077,"1,401,465,923,172",26136
France,1992,male,53910,"1,322,815,612,694",24521
France,1992,female,27279,"1,322,815,612,694",24521
France,1993,male,61460,"1,393,982,750,473",25697
France,1993,female,30669,"1,393,982,750,473",25697
France,1994,male,69098,"1,601,094,756,210",29363
France,1994,female,33838,"1,601,094,756,210",29363
France,1995,male,76404,"1,605,675,086,550",29305
France,1995,female,37052,"1,605,675,086,550",29305
France,1996,male,83351,"1,452,884,917,959",26394
France,1996,female,40157,"1,452,884,917,959",26394
France,1997,male,90157,"1,503,108,739,159",27190
France,1997,female,43197,"1,503,108,739,159",27190
France,1998,male,96721,"1,492,647,560,196",27118
France,1998,female,45960,"1,492,647,560,196",27118
France,1999,male,102959,"1,362,248,940,483",24648
France,1999,female,48801,"1,362,248,940,483",24648
France,2000,male,109608,"1,376,465,324,385",24796
France,2000,female,51675,"1,376,465,324,385",24796
France,2001,male,116062,"1,494,286,655,374",26714
France,2001,female,54464,"1,494,286,655,374",26714
France,2002,male,122601,"1,840,480,812,641",32656
France,2002,female,57379,"1,840,480,812,641",32656
France,2003,male,129355,"2,115,742,488,205",37240
France,2003,female,60212,"2,115,742,488,205",37240
France,2004,male,135977,"2,196,126,103,718",38420
France,2004,female,63161,"2,196,126,103,718",38420
France,2005,male,142481,"2,318,593,651,988",40097
France,2005,female,66045,"2,318,593,651,988",40097
France,2006,male,148802,"2,657,213,249,384",45682
France,2006,female,68875,"2,657,213,249,384",45682
France,2007,male,154906,"2,918,382,891,460",49901
France,2007,female,71583,"2,918,382,891,460",49901
France,2008,male,161179,"2,690,222,283,968",45775
France,2008,female,74317,"2,690,222,283,968",45775
France,2009,male,167593,"2,642,609,548,930",44747
France,2009,female,77051,"2,642,609,548,930",44747
France,2010,male,173880,"2,861,408,170,265",48217
France,2010,female,79789,"2,861,408,170,265",48217
France,2011,male,180247,"2,683,825,225,093",45002
France,2011,female,82407,"2,683,825,225,093",45002
France,2012,male,186158,"2,811,077,725,704",46922
France,2012,female,84824,"2,811,077,725,704",46922
France,2013,male,192041,"2,852,165,760,630",47318
France,2013,female,87199,"2,852,165,760,630",47318
France,2014,male,197378,"1,764,967,948,917",23546
France,2014,female,89419,"1,764,967,948,917",23546
Germany,1990,male,5612,"1,861,873,895,109",24662
Germany,1990,female,4390,"1,861,873,895,109",24662
Germany,1991,male,13809,"2,123,130,870,382",27888
Germany,1991,female,8744,"2,123,130,870,382",27888
Germany,1992,male,21740,"2,068,555,542,411",26937
Germany,1992,female,12876,"2,068,555,542,411",26937
Germany,1993,male,29404,"2,205,966,011,812",28588
Germany,1993,female,16606,"2,205,966,011,812",28588
Germany,1994,male,37338,"2,591,620,035,485",33420
Germany,1994,female,20194,"2,591,620,035,485",33420
Germany,1995,male,45306,"2,503,665,193,657",32147
Germany,1995,female,23860,"2,503,665,193,657",32147
Germany,1996,male,52858,"2,218,689,375,141",28420
Germany,1996,female,27357,"2,218,689,375,141",28420
Germany,1997,male,60558,"2,243,225,519,618",28733
Germany,1997,female,30778,"2,243,225,519,618",28733
Germany,1998,male,68013,"2,199,957,383,337",28154
Germany,1998,female,33851,"2,199,957,383,337",28154
Germany,1999,male,75050,"1,949,953,934,034",24922
Germany,1999,female,36929,"1,949,953,934,034",24922
Germany,2000,male,82117,"1,950,648,769,575",24874
Germany,2000,female,39866,"1,950,648,769,575",24874
Germany,2001,male,89207,"2,079,136,081,310",26441
Germany,2001,female,42837,"2,079,136,081,310",26441
Germany,2002,male,96177,"2,505,733,634,312",31816
Germany,2002,female,45896,"2,505,733,634,312",31816
Germany,2003,male,103172,"2,819,245,095,605",35772
Germany,2003,female,48869,"2,819,245,095,605",35772
Germany,2004,male,109940,"2,861,410,272,354",36289
Germany,2004,female,51664,"2,861,410,272,354",36289
Germany,2005,male,116311,"3,002,446,368,084",38088
Germany,2005,female,54403,"3,002,446,368,084",38088
Germany,2006,male,122382,"3,439,953,462,907",43667
Germany,2006,female,56947,"3,439,953,462,907",43667
Germany,2007,male,128251,"3,752,365,607,148",47702
Germany,2007,female,59344,"3,752,365,607,148",47702
Germany,2008,male,134147,"3,418,005,001,389",43570
Germany,2008,female,61758,"3,418,005,001,389",43570
Germany,2009,male,140144,"3,417,094,562,649",43614
Germany,2009,female,64131,"3,417,094,562,649",43614
Germany,2010,male,146338,"3,757,698,281,118",47947
Germany,2010,female,66690,"3,757,698,281,118",47947
Germany,2011,male,152615,"3,543,983,909,148",45142
Germany,2011,female,69192,"3,543,983,909,148",45142
Germany,2012,male,158474,"3,752,513,503,278",48563
Germany,2012,female,71799,"3,752,513,503,278",48563
Germany,2013,male,164412,"3,890,606,893,347",50167
Germany,2013,female,74434,"3,890,606,893,347",50167
Germany,2014,male,170433,"3,375,611,100,742",43201
Germany,2014,female,77022,"3,375,611,100,742",43201
Germany,2015,male,176107,"34,748,508,332",3561
Germany,2015,female,79707,"34,748,508,332",3561
Hungary,1991,male,1276,"38,724,945,368",3970
Hungary,1991,female,1113,"38,724,945,368",3970
Hungary,1992,male,3898,"40,119,073,326",4116
Hungary,1992,female,2174,"40,119,073,326",4116
Hungary,1993,male,6313,"43,160,392,124",4431
Hungary,1993,female,3153,"43,160,392,124",4431
Hungary,1994,male,8748,"46,418,916,500",4767
Hungary,1994,female,4051,"46,418,916,500",4767
Hungary,1995,male,10941,"46,659,796,773",4792
Hungary,1995,female,4942,"46,659,796,773",4792
Hungary,1996,male,13207,"47,290,180,589",4856
Hungary,1996,female,5858,"47,290,180,589",4856
Hungary,1997,male,15294,"48,770,466,839",5010
Hungary,1997,female,6683,"48,770,466,839",5010
Hungary,1998,male,17524,"49,170,434,391",5147
Hungary,1998,female,7460,"49,170,434,391",5147
Hungary,1999,male,19770,"47,310,623,887",4966
Hungary,1999,female,8238,"47,310,623,887",4966
Hungary,2000,male,21961,"53,821,315,066",5546
Hungary,2000,female,9044,"53,821,315,066",5546
Hungary,2001,male,23967,"67,716,887,203",6995
Hungary,2001,female,9740,"67,716,887,203",6995
Hungary,2002,male,25905,"85,324,771,841",8840
Hungary,2002,female,10387,"85,324,771,841",8840
Hungary,2003,male,27829,"104,066,609,518",10806
Hungary,2003,female,11027,"104,066,609,518",10806
Hungary,2004,male,29654,"113,035,361,317",11764
Hungary,2004,female,11682,"113,035,361,317",11764
Hungary,2005,male,31411,"115,295,199,392",12021
Hungary,2005,female,12275,"115,295,199,392",12021
Hungary,2006,male,33068,"139,850,794,387",14609
Hungary,2006,female,12875,"139,850,794,387",14609
Hungary,2007,male,34695,"157,998,423,132",16540
Hungary,2007,female,13446,"157,998,423,132",16540
Hungary,2008,male,36342,"130,593,960,612",13697
Hungary,2008,female,14012,"130,593,960,612",13697
Hungary,2009,male,38029,"130,922,638,689",13761
Hungary,2009,female,14571,"130,922,638,689",13761
Hungary,2010,male,39729,"140,782,064,609",14827
Hungary,2010,female,15118,"140,782,064,609",14827
Hungary,2011,male,41375,"127,856,647,108",13525
Hungary,2011,female,15692,"127,856,647,108",13525
Hungary,2012,male,42945,"135,215,704,419",14333
Hungary,2012,female,16238,"135,215,704,419",14333
Hungary,2013,male,44331,"140,118,140,455",14886
Hungary,2013,female,16743,"140,118,140,455",14886
Hungary,2014,male,45630,"122,879,042,002",13087
Hungary,2014,female,17190,"122,879,042,002",13087
Hungary,2015,male,46798,"125,816,640,421",13448
Hungary,2015,female,17669,"125,816,640,421",13448
Hungary,2016,male,47899,"450,725,816,043",8329
Hungary,2016,female,18115,"450,725,816,043",8329
Italy,1985,male,1522,"638,273,986,102",11762
Italy,1985,female,1388,"638,273,986,102",11762
Italy,1986,male,4247,"803,055,418,883",14756
Italy,1986,female,2786,"803,055,418,883",14756
Italy,1987,male,6947,"888,667,913,419",16282
Italy,1987,female,4039,"888,667,913,419",16282
Italy,1988,male,9451,"925,598,068,021",16922
Italy,1988,female,5325,"925,598,068,021",16922
Italy,1989,male,12011,"1,177,326,294,441",21472
Italy,1989,female,6543,"1,177,326,294,441",21472
Italy,1990,male,14522,"1,242,109,397,534",22805
Italy,1990,female,7764,"1,242,109,397,534",22805
Italy,1991,male,17156,"1,315,806,985,860",24297
Italy,1991,female,9011,"1,315,806,985,860",24297
Italy,1992,male,19931,"1,061,445,225,791",19605
Italy,1992,female,10215,"1,061,445,225,791",19605
Italy,1993,male,22843,"1,095,590,833,694",20235
Italy,1993,female,11396,"1,095,590,833,694",20235
Italy,1994,male,25669,"1,170,787,352,906",21625
Italy,1994,female,12521,"1,170,787,352,906",21625
Italy,1995,male,28508,"1,308,929,351,236",24172
Italy,1995,female,13660,"1,308,929,351,236",24172
Italy,1996,male,31430,"1,239,050,932,242",22869
Italy,1996,female,14891,"1,239,050,932,242",22869
Italy,1997,male,34380,"1,266,309,245,009",23342
Italy,1997,female,16038,"1,266,309,245,009",23342
Italy,1998,male,37182,"1,248,563,179,203",23002
Italy,1998,female,17094,"1,248,563,179,203",23002
Italy,1999,male,39748,"1,141,759,996,315",21027
Italy,1999,female,18104,"1,141,759,996,315",21027
Italy,2000,male,42253,"1,162,317,852,349",21392
Italy,2000,female,19150,"1,162,317,852,349",21392
Italy,2001,male,44743,"1,266,510,634,293",23227
Italy,2001,female,20130,"1,266,510,634,293",23227
Italy,2002,male,47326,"1,569,649,661,400",28572
Italy,2002,female,21054,"1,569,649,661,400",28572
Italy,2003,male,49792,"1,798,314,750,435",32704
Italy,2003,female,22051,"1,798,314,750,435",32704
Italy,2004,male,52244,"1,852,661,982,341",33536
Italy,2004,female,22991,"1,852,661,982,341",33536
Italy,2005,male,54535,"1,942,633,797,516",34578
Italy,2005,female,23930,"1,942,633,797,516",34578
Italy,2006,male,56781,"2,203,053,380,783",38935
Italy,2006,female,24789,"2,203,053,380,783",38935
Italy,2007,male,59078,"2,390,729,163,615",41935
Italy,2007,female,25653,"2,390,729,163,615",41935
Italy,2008,male,61506,"2,185,160,183,384",38101
Italy,2008,female,26560,"2,185,160,183,384",38101
Italy,2009,male,63984,"2,125,058,244,243",36869
Italy,2009,female,27441,"2,125,058,244,243",36869
Italy,2010,male,66521,"2,276,292,404,601",40210
Italy,2010,female,28302,"2,276,292,404,601",40210
Italy,2011,male,69147,"2,072,823,157,060",36497
Italy,2011,female,29165,"2,072,823,157,060",36497
Italy,2012,male,71867,"2,130,491,320,659",37050
Italy,2012,female,30098,"2,130,491,320,659",37050
Italy,2013,male,74564,"2,151,732,868,243",37035
Italy,2013,female,31066,"2,151,732,868,243",37035
Italy,2014,male,77109,"1,832,868,490,534",31537
Italy,2014,female,31998,"1,832,868,490,534",31537
Italy,2015,male,79545,"1,398,892,744,821",12401
Italy,2015,female,32881,"1,398,892,744,821",12401
Japan,1985,male,13905,"2,078,953,333,674",18288
Japan,1985,female,6459,"2,078,953,333,674",18288
Japan,1986,male,28767,"2,532,808,573,157",22137
Japan,1986,female,15593,"2,532,808,573,157",22137
Japan,1987,male,42464,"3,071,683,013,179",26687
Japan,1987,female,24113,"3,071,683,013,179",26687
Japan,1988,male,55160,"3,054,914,166,263",26389
Japan,1988,female,32603,"3,054,914,166,263",26389
Japan,1989,male,66543,"3,132,817,652,848",26949
Japan,1989,female,40770,"3,132,817,652,848",26949
Japan,1990,male,77386,"3,584,420,077,101",30688
Japan,1990,female,48524,"3,584,420,077,101",30688
Japan,1991,male,88432,"3,908,809,463,464",33320
Japan,1991,female,55904,"3,908,809,463,464",33320
Japan,1992,male,100405,"4,454,143,876,947",37832
Japan,1992,female,63264,"4,454,143,876,947",37832
Japan,1993,male,112541,"4,907,039,384,470",41563
Japan,1993,female,70223,"4,907,039,384,470",41563
Japan,1994,male,125069,"5,449,116,304,981",46043
Japan,1994,female,77075,"5,449,116,304,981",46043
Japan,1995,male,137790,"4,833,712,542,207",40693
Japan,1995,female,84245,"4,833,712,542,207",40693
Japan,1996,male,151152,"4,414,732,843,544",37080
Japan,1996,female,91511,"4,414,732,843,544",37080
Japan,1997,male,165429,"4,032,509,760,873",33791
Japan,1997,female,99085,"4,032,509,760,873",33791
