country,year,sex,suicides_no,gdp_for_year ($),gdp_per_capita ($)
Ukraine,2000,male,120212,"38,009,344,577",812
Ukraine,2000,female,36577,"38,009,344,577",812
Ukraine,2001,male,128150,"42,392,896,031",920
Ukraine,2001,female,38769,"42,392,896,031",920
Ukraine,2002,male,137999,"50,132,953,288",1097
Ukraine,2002,female,40938,"50,132,953,288",1097
Ukraine,2003,male,147631,"64,883,060,726",1432
Ukraine,2003,female,43088,"64,883,060,726",1432
Ukraine,2004,male,156514,"86,142,018,069",1917
Ukraine,2004,female,44953,"86,142,018,069",1917
Ukraine,2005,male,164813,"107,753,069,307",2418
Ukraine,2005,female,46714,"107,753,069,307",2418
Ukraine,2006,male,172551,"142,719,009,901",3229
Ukraine,2006,female,48427,"142,719,009,901",3229
Ukraine,2007,male,180437,"179,992,405,832",4104
Ukraine,2007,female,50056,"179,992,405,832",4104
Ukraine,2008,male,187662,"117,227,769,792",2691
Ukraine,2008,female,51731,"117,227,769,792",2691
Ukraine,2009,male,195121,"136,013,155,905",3141
Ukraine,2009,female,53455,"136,013,155,905",3141
Ukraine,2010,male,202136,"163,159,671,670",3788
Ukraine,2010,female,55034,"163,159,671,670",3788
Ukraine,2011,male,208914,"175,781,379,051",4096
Ukraine,2011,female,56698,"175,781,379,051",4096
Ukraine,2012,male,215685,"133,503,411,376",3299
Ukraine,2012,female,58395,"133,503,411,376",3299
Ukraine,2014,male,221489,"91,030,959,455",2256
Ukraine,2014,female,59951,"91,030,959,455",2256
Ukraine,2015,male,226968,"489,285,164,271",9231
Ukraine,2015,female,61377,"489,285,164,271",9231
United Kingdom,1985,male,2242,"601,452,653,181",11323
United Kingdom,1985,female,1684,"601,452,653,181",11323
United Kingdom,1986,male,5353,"745,162,608,269",13996
United Kingdom,1986,female,3132,"745,162,608,269",13996
United Kingdom,1987,male,8368,"910,122,732,124",17072
United Kingdom,1987,female,4463,"910,122,732,124",17072
United Kingdom,1988,male,11666,"926,884,816,754",17349
United Kingdom,1988,female,5823,"926,884,816,754",17349
United Kingdom,1989,male,14633,"1,093,169,389,205",20411
United Kingdom,1989,female,6950,"1,093,169,389,205",20411
United Kingdom,1990,male,17893,"1,142,797,178,131",21201
United Kingdom,1990,female,8069,"1,142,797,178,131",21201
United Kingdom,1991,male,20045,"1,179,659,529,660",21815
United Kingdom,1991,female,9122,"1,179,659,529,660",21815
United Kingdom,1992,male,22241,"1,061,388,722,256",19553
United Kingdom,1992,female,10193,"1,061,388,722,256",19553
United Kingdom,1993,male,24400,"1,140,489,745,944",20927
United Kingdom,1993,female,11222,"1,140,489,745,944",20927
United Kingdom,1994,male,26909,"1,335,218,557,677",24389
United Kingdom,1994,female,12212,"1,335,218,557,677",24389
United Kingdom,1995,male,29405,"1,408,781,591,264",25609
United Kingdom,1995,female,13173,"1,408,781,591,264",25609
United Kingdom,1996,male,31732,"1,552,483,628,029",28091
United Kingdom,1996,female,14153,"1,552,483,628,029",28091
United Kingdom,1997,male,34097,"1,638,511,096,390",29508
United Kingdom,1997,female,15099,"1,638,511,096,390",29508
United Kingdom,1998,male,36536,"1,665,623,685,488",29832
United Kingdom,1998,female,16081,"1,665,623,685,488",29832
United Kingdom,1999,male,39140,"1,647,951,278,560",29358
United Kingdom,1999,female,17086,"1,647,951,278,560",29358
United Kingdom,2000,male,41683,"1,621,510,004,318",29179
United Kingdom,2000,female,18065,"1,621,510,004,318",29179
United Kingdom,2001,male,44159,"1,768,408,273,381",31630
United Kingdom,2001,female,18994,"1,768,408,273,381",31630
United Kingdom,2002,male,46576,"2,038,395,102,041",36289
United Kingdom,2002,female,19947,"2,038,395,102,041",36289
United Kingdom,2003,male,48989,"2,398,555,474,185",42486
United Kingdom,2003,female,20876,"2,398,555,474,185",42486
United Kingdom,2004,male,50729,"2,520,701,818,182",44372
United Kingdom,2004,female,21897,"2,520,701,818,182",44372
United Kingdom,2005,male,52424,"2,692,612,695,492",47163
United Kingdom,2005,female,22890,"2,692,612,695,492",47163
United Kingdom,2006,male,54153,"3,074,359,743,898",53576
United Kingdom,2006,female,23826,"3,074,359,743,898",53576
United Kingdom,2007,male,55846,"2,890,564,338,235",50111
United Kingdom,2007,female,24698,"2,890,564,338,235",50111
United Kingdom,2008,male,57705,"2,382,825,985,356",41074
United Kingdom,2008,female,25657,"2,382,825,985,356",41074
United Kingdom,2009,male,59476,"2,441,173,394,730",41798
United Kingdom,2009,female,26590,"2,441,173,394,730",41798
United Kingdom,2010,male,61257,"2,619,700,404,733",44491
United Kingdom,2010,female,27553,"2,619,700,404,733",44491
United Kingdom,2011,male,63079,"2,662,085,168,499",44585
United Kingdom,2011,female,28513,"2,662,085,168,499",44585
United Kingdom,2012,male,65004,"2,739,818,680,930",45594
United Kingdom,2012,female,29445,"2,739,818,680,930",45594
United Kingdom,2013,male,67092,"3,022,827,781,881",49906
United Kingdom,2013,female,30438,"3,022,827,781,881",49906
United Kingdom,2014,male,69117,"2,885,570,309,161",47240
United Kingdom,2014,female,31509,"2,885,570,309,161",47240
United Kingdom,2015,male,71270,"4,346,734,000,000",19693
United Kingdom,2015,female,32687,"4,346,734,000,000",19693
United States,1985,male,15659,"4,590,155,000,000",20588
United States,1985,female,6308,"4,590,155,000,000",20588
United States,1986,male,37534,"4,870,217,000,000",21631
United States,1986,female,12985,"4,870,217,000,000",21631
United States,1987,male,59263,"5,252,629,000,000",23103
United States,1987,female,19507,"5,252,629,000,000",23103
United States,1988,male,80776,"5,657,693,000,000",24654
United States,1988,female,25834,"5,657,693,000,000",24654
United States,1989,male,102404,"5,979,589,000,000",26004
United States,1989,female,31962,"5,979,589,000,000",26004
United States,1990,male,124467,"6,174,043,000,000",26503
United States,1990,female,38141,"6,174,043,000,000",26503
United States,1991,male,146546,"6,539,299,000,000",27760
United States,1991,female,44179,"6,539,299,000,000",27760
United States,1992,male,168421,"6,878,718,000,000",28891
United States,1992,female,50202,"6,878,718,000,000",28891
United States,1993,male,190764,"7,308,755,000,000",30375
United States,1993,female,56294,"7,308,755,000,000",30375
United States,1994,male,213292,"7,664,060,000,000",31518
United States,1994,female,62260,"7,664,060,000,000",31518
United States,1995,male,236070,"8,100,201,000,000",32928
United States,1995,female,68174,"8,100,201,000,000",32928
United States,1996,male,258464,"8,608,515,000,000",34644
United States,1996,female,74073,"8,608,515,000,000",34644
United States,1997,male,280374,"9,089,168,000,000",36164
United States,1997,female,80114,"9,089,168,000,000",36164
United States,1998,male,302209,"9,660,624,000,000",38072
United States,1998,female,86151,"9,660,624,000,000",38072
United States,1999,male,323102,"10,284,779,000,000",39218
United States,1999,female,91892,"10,284,779,000,000",39218
United States,2000,male,344124,"10,621,824,000,000",40018
United States,2000,female,97624,"10,621,824,000,000",40018
United States,2001,male,366233,"10,977,514,000,000",40845
United States,2001,female,103573,"10,977,514,000,000",40845
United States,2002,male,388990,"11,510,670,000,000",42468
United States,2002,female,109819,"11,510,670,000,000",42468
United States,2003,male,411687,"12,274,928,000,000",44867
United States,2003,female,116100,"12,274,928,000,000",44867
United States,2004,male,434746,"13,093,726,000,000",47423
United States,2004,female,122973,"13,093,726,000,000",47423
United States,2005,male,458036,"13,855,888,000,000",49666
United States,2005,female,129702,"13,855,888,000,000",49666
United States,2006,male,481842,"14,477,635,000,000",51585
United States,2006,female,136694,"14,477,635,000,000",51585
United States,2007,male,506543,"14,718,582,000,000",52128
United States,2007,female,144023,"14,718,582,000,000",52128
United States,2008,male,532459,"14,418,739,000,000",50563
United States,2008,female,151606,"14,418,739,000,000",50563
United States,2009,male,558986,"14,964,372,000,000",51989
United States,2009,female,159427,"14,964,372,000,000",51989
United States,2010,male,586644,"15,517,926,000,000",53452
United States,2010,female,167514,"15,517,926,000,000",53452
United States,2011,male,614919,"16,155,255,000,000",55170
United States,2011,female,176026,"16,155,255,000,000",55170
United States,2012,male,643843,"16,691,517,000,000",56520
United States,2012,female,184845,"16,691,517,000,000",56520
United States,2013,male,672902,"17,427,609,000,000",58531
United States,2013,female,193939,"17,427,609,000,000",58531
United States,2014,male,702906,"18,120,714,000,000",60387
United States,2014,female,203598,"18,120,714,000,000",60387
United States,2015,male,733725,"4,732,017,873",1729
United States,2015,female,213797,"4,732,017,873",1729
Uruguay,1985,male,114,"5,880,112,788",2132
Uruguay,1985,female,51,"5,880,112,788",2132
Uruguay,1986,male,281,"7,367,494,080",2651
Uruguay,1986,female,108,"7,367,494,080",2651
Uruguay,1987,male,437,"8,213,515,459",2934
Uruguay,1987,female,174,"8,213,515,459",2934
Uruguay,1988,male,616,"8,438,951,476",2992
Uruguay,1988,female,230,"8,438,951,476",2992
Uruguay,1989,male,855,"9,298,839,655",3281
Uruguay,1989,female,298,"9,298,839,655",3281
Uruguay,1990,male,1067,"15,002,106,518",5180
Uruguay,1990,female,364,"15,002,106,518",5180
Uruguay,1993,male,1343,"17,474,647,792",5984
Uruguay,1993,female,463,"17,474,647,792",5984
Uruguay,1994,male,1629,"19,297,663,097",6555
Uruguay,1994,female,541,"19,297,663,097",6555
Uruguay,1995,male,1901,"20,515,543,039",6914
Uruguay,1995,female,644,"20,515,543,039",6914
Uruguay,1996,male,2179,"23,969,823,010",8012
Uruguay,1996,female,730,"23,969,823,010",8012
Uruguay,1997,male,2496,"25,385,928,198",8420
Uruguay,1997,female,820,"25,385,928,198",8420
Uruguay,1998,male,2855,"23,983,945,191",7903
Uruguay,1998,female,926,"23,983,945,191",7903
Uruguay,1999,male,3155,"22,823,255,802",7483
Uruguay,1999,female,1010,"22,823,255,802",7483
Uruguay,2000,male,3555,"20,898,788,417",6827
Uruguay,2000,female,1104,"20,898,788,417",6827
Uruguay,2001,male,3894,"13,606,494,599",4439
Uruguay,2001,female,1213,"13,606,494,599",4439
Uruguay,2002,male,4350,"12,045,631,093",3929
Uruguay,2002,female,1354,"12,045,631,093",3929
Uruguay,2003,male,4700,"13,686,329,890",4463
Uruguay,2003,female,1477,"13,686,329,890",4463
Uruguay,2004,male,5045,"17,362,857,684",5655
Uruguay,2004,female,1585,"17,362,857,684",5655
Uruguay,2005,male,5373,"19,579,457,966",6362
Uruguay,2005,female,1700,"19,579,457,966",6362
Uruguay,2006,male,5706,"23,410,572,634",7581
Uruguay,2006,female,1836,"23,410,572,634",7581
Uruguay,2007,male,6083,"30,366,213,119",9793
Uruguay,2007,female,1971,"30,366,213,119",9793
Uruguay,2008,male,6441,"31,660,911,277",10166
Uruguay,2008,female,2083,"31,660,911,277",10166
Uruguay,2009,male,6790,"40,284,481,652",12882
Uruguay,2009,female,2186,"40,284,481,652",12882
Uruguay,2010,male,7144,"51,264,390,116",16264
Uruguay,2010,female,2312,"51,264,390,116",16264
Uruguay,2012,male,7555,"57,531,233,351",18179
Uruguay,2012,female,2435,"57,531,233,351",18179
Uruguay,2013,male,7915,"57,236,013,086",18012
Uruguay,2013,female,2558,"57,236,013,086",18012
Uruguay,2014,male,8320,"53,274,304,222",16696
Uruguay,2014,female,2689,"53,274,304,222",16696
